RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.02023437118498992,0.1696106007170277,0.04443771049470513,0.019883540131264456,0.9778965240396371,0.008940920730165896,0.10995998032323431,0.0,0.0,'build wind non-float'
0.020233079820473024,0.17664708423863903,0.0,0.023428701451394477,0.9721579926109879,0.0062565282284973885,0.15068914797146904,0.0,0.0,containers
0.02033013157979804,0.17355692622681007,0.03963954487896279,0.01915018553274216,0.9765255447885023,0.008035042880870836,0.11771337820475773,0.0018748433388698618,0.0,'build wind non-float'
0.020517080191852763,0.1759739579523625,0.04921876984874506,0.011731597196824166,0.9738574132811968,0.002562072951030565,0.13282325561921612,0.0,0.0022923810614484,'build wind float'
0.02051422034776181,0.15405005606287764,0.0,0.025293808331721394,0.9712553316313658,0.010897864228028901,0.17813299059148474,0.0,0.004574412145098551,'build wind non-float'
0.020493158005777314,0.17450921227777783,0.05047675591020025,0.014981069267465848,0.9755240420292175,0.00863773363169202,0.12092827084368829,0.0,0.002969220935894132,'build wind non-float'
0.02034535593188406,0.17951705782248084,0.04906888959150709,0.015954092517457222,0.9758810036518583,0.00764187624785766,0.11087423959611027,0.0,0.0014747480478321802,'build wind float'
0.020541489800072147,0.17359043518323738,0.021749463085214957,0.02931449372355059,0.9750784133483328,0.010266827294884078,0.1310371378425994,0.00324215598785813,0.0068895814741985265,containers
0.0202143688619267,0.17657848486953764,0.04654523506002163,0.019605013048203952,0.976916466517646,0.005067962556678573,0.10709405086876037,0.0,0.0,'build wind non-float'
0.02033853345605149,0.17200342958412831,0.04722715071264678,0.025491927941485477,0.9775483525350693,0.009257594884013147,0.1069319293124417,0.0,0.0,'build wind non-float'
0.020153407563226915,0.1934518793276662,0.0,0.026307329743734825,0.9737697964233967,0.0,0.11320123707910136,0.02085985237255741,0.0009300571121522414,headlamps
0.02033614626251202,0.17736998889359934,0.0474595435134801,0.019841843050833488,0.9765404377180481,0.007507724397612671,0.10859387075118326,0.0,0.0,'build wind non-float'
0.020360195959113172,0.1790128699524956,0.04740550869709748,0.017995292253289132,0.9759088716765084,0.0075204206431656075,0.1118662570670884,0.0,0.0,'vehic wind float'
0.020273680697735965,0.1720283440667892,0.04758515189415459,0.021921249748992563,0.977634272342266,0.008688300205393394,0.10679925944783573,0.0,0.0,'build wind non-float'
0.020512529286533708,0.18008852902516884,0.04512345738515108,0.020805426459021756,0.9746126394505387,0.007565609621462458,0.12145505445883481,0.0,0.0,'vehic wind float'
0.019451638732003885,0.22371669335421865,0.0,0.0043765060840295945,0.9706833052843284,0.0,0.08559931017293176,0.0,0.0,tableware
0.0204411829331425,0.18116620964847846,0.048661459585640415,0.020758628188888156,0.9757903211646842,0.008896554938094926,0.10824141841348824,0.0,0.0,'build wind non-float'
0.020307147837498044,0.1739599498451284,0.048173524572497094,0.018198887060721123,0.9767182107073784,0.0076274747239787055,0.11240489066915987,0.0,0.0014719688063818555,'build wind float'
0.020249653819480427,0.16993725487315586,0.04622507090103139,0.020841361446707795,0.9779408063455196,0.008951097544419374,0.10808116288709362,0.0,0.0032063632994935067,'build wind float'
0.020309137221771734,0.171346120653883,0.04836274398440325,0.021702948824025837,0.9775704788204724,0.00857400447368922,0.10811283766042501,0.0,0.0034831893174362455,'build wind float'
0.020347480360885985,0.16561746685358328,0.03647607367139648,0.021858823560432446,0.977210106042155,0.009387224841903505,0.12377726470109908,0.0,0.0,'build wind non-float'
0.020301996581857745,0.17201451654130367,0.046986066385990344,0.01927633492758578,0.9773369535159987,0.009102713715804399,0.11016960864863264,0.0008031806219827409,0.0033465859249280873,'build wind non-float'
0.02042533812899042,0.1922349849335994,0.041684638838233125,0.02805956271311486,0.9750698042807413,0.014839191819435743,0.09551043461964095,0.0,0.0,'build wind non-float'
0.02032567707003335,0.17058909324441515,0.046597334732383415,0.018076552266872877,0.9769372247341074,0.008569624778369365,0.11622553605663449,0.0,0.0,'build wind float'
0.020291931172673836,0.17377119826934367,0.050794657955654306,0.014436376471607015,0.9767278044262263,0.007485528540833267,0.11201558780746924,0.0,0.001604041830178557,'build wind non-float'
0.020342614588622868,0.1744108830565119,0.04803007394940866,0.02066098153130987,0.9771034317696738,0.008183895281882481,0.1078664230595658,0.0,0.0,'build wind non-float'
0.020253011018193347,0.17689152706700964,0.04462369338397373,0.019639769243844724,0.9766443072959519,0.005210551023877172,0.10982238311864194,0.0,0.0,'build wind non-float'
0.020378479461787013,0.18294947796989144,0.04748102287488385,0.010059538744678782,0.974433986401218,0.00214603493219814,0.11923906592025917,0.002011907748935756,0.00321905239829721,'vehic wind float'
0.020260633389724846,0.16968973040980714,0.0456600218726625,0.016021060306197366,0.9772846786780395,0.007877021317213706,0.11535163420462106,0.0,0.0,'build wind float'
0.02112375233594887,0.1953243728148182,0.03736397709805231,0.04879623874745637,0.9743911788742073,0.023422194598779058,0.08183826327073397,0.03067192149840115,0.0,containers
0.020404493876065792,0.17760457816825187,0.0496109684663777,0.01734367190288001,0.9762201681148197,0.007663482933830701,0.1105154907299796,0.0,0.0,'build wind float'
0.02034077386742099,0.175286803738119,0.04676994992706692,0.017153448683852622,0.9764064618011735,0.008040679070555917,0.11377560884836622,0.0,0.0,'build wind float'
0.020414280977554954,0.17707571374368358,0.04936656261945119,0.015427050818578494,0.9759286496100744,0.007244006471332511,0.1142943243254685,0.0,0.0,'build wind non-float'
0.02021790433278658,0.16746888526956785,0.04623047190814642,0.01838560554272105,0.9777678194060131,0.007993741540313501,0.1139108169494674,0.0,0.0007993741540313501,'build wind float'
0.02035352133891929,0.1769276999649226,0.04865511749035372,0.014341866588065699,0.9761851809428268,0.007640059771212567,0.11272439065946964,0.0012063252270335632,0.002278614317730064,'build wind non-float'
0.02027265081758306,0.17768612448274693,0.04809549234119466,0.015230239241378308,0.9764720931160883,0.007748718210525805,0.10915004789654455,0.0,0.0,'build wind float'
0.020267942810302086,0.17501294346497154,0.04799820221842993,0.020322358599446658,0.9773450089602306,0.008957881751071881,0.10468688673267587,0.0,0.0,'build wind non-float'
0.020240230727080716,0.19180434947780922,0.0,0.03657229767356975,0.9723693012845095,0.0,0.12613438431212923,0.007207679103550243,0.0,headlamps
0.02037052133090074,0.17479433731724892,0.047524727657685194,0.02268835868403615,0.9764049272721593,0.007249534727443504,0.11330754277707994,0.0,0.0009397545017056395,'build wind float'
0.0209830778660477,0.20480438832257372,0.030320972699169734,0.028391456254677115,0.9683416099289389,0.010474517841531363,0.13451486070177118,0.0,0.0,headlamps
0.02056428307789983,0.1850932848581836,0.04853797608771944,0.015142766913160384,0.9729227741705545,0.001216829484093245,0.12709107944973894,0.0,0.0,'build wind float'
0.020330604683269197,0.18285206723812145,0.04902846638033147,0.014869288984198889,0.9748091525947324,0.0014735331425782682,0.11520350023793732,0.0,0.0,'vehic wind float'
0.02046241783937481,0.1807100768054583,0.05242074562067359,0.01792277420963904,0.9753762385666719,0.006872642742042038,0.11157937628256484,0.0,0.0,'build wind non-float'
0.020563600835746987,0.1847159761074159,0.05240841844103369,0.01719862827393095,0.9744986540095049,0.007312802573167492,0.11267132853472876,0.0,0.004333512635951106,'build wind non-float'
0.02038134037788496,0.18247340715528487,0.04857012749280377,0.014893050142821046,0.9746226688058744,0.0018784027207161679,0.11753434166766878,0.0,0.0,'build wind float'
0.02033192206716266,0.17827841434652114,0.046279949548193984,0.016231518537192673,0.9757691391697478,0.007512107752750328,0.11496207757333983,0.0,0.0,'build wind float'
0.020596452741859096,0.19228028713829817,0.051689704213110414,0.006359728005277982,0.9711439977421293,0.001488446979958677,0.1294948872564049,0.0,0.0,'build wind float'
0.020625338397555332,0.18577970247798,0.050371756065458136,0.006905805267038615,0.9715520155098444,0.0012186715177126967,0.136220394090997,0.0,0.0021665271426003496,'build wind float'
0.020157391212793918,0.18447505616501597,0.0,0.033782742801668396,0.9739804154984947,0.0018620409418242422,0.12515575187547226,0.010773236877697401,0.0001330029244160173,headlamps
0.02046866597623129,0.1778407849125581,0.04486437983021352,0.017245167021823816,0.9748908482024775,0.008083672041479913,0.12314127076521068,0.0,0.0014820065409379842,'build wind float'
0.020723334446334802,0.19319504884239036,0.05146422019902999,0.012389534492359073,0.9715573421700477,0.0031314208057610844,0.1244399398463318,0.0,0.005037503035354788,'vehic wind float'
0.02127033394124364,0.14904860942990647,0.0,0.029170743690848423,0.9697188652657754,0.008056681590805755,0.18474804337537334,0.043756115536272636,0.0038894324921131236,'build wind non-float'
0.020490171390609505,0.17574316252658792,0.04915421787142114,0.01171621083510586,0.9739268593044319,0.002558712711115073,0.13264905370780775,0.0,0.002289374530997697,'build wind float'
0.02039185801374024,0.19420945068378498,0.03008500480855314,0.02175790526332861,0.9721217178763731,0.0,0.12436926094964376,0.0,0.0,tableware
0.020423661717965124,0.1809854941167478,0.051498844165463895,0.016942178498298828,0.9755198809933173,0.007664318844468516,0.11039308370716935,0.0,0.0018824642775887588,'build wind non-float'
0.020322496452455565,0.20056503596222802,0.010436339429655628,0.023281064881539477,0.9700443700641449,0.0,0.13313022733983781,0.0,0.0,tableware
0.02048044245401443,0.17859635385278905,0.05260768731313272,0.019019702336286446,0.9756702623997153,0.007419032826211026,0.11209484142875203,0.0,0.0013489150593110955,'build wind non-float'
0.02057550449047672,0.17981612919779721,0.04836526991195447,0.011078078583185103,0.9725742404920676,0.0016211822316856248,0.1373951941353567,0.0,0.0004052955579214062,'build wind float'
0.0204230477642418,0.18261317205385938,0.048077361669047046,0.019796560687254668,0.9756876338718372,0.008618910775403393,0.1071977027690797,0.0,0.0,'build wind non-float'
0.020283258592567504,0.16785997570149694,0.04704356006920933,0.01911144627811629,0.9776239826882566,0.007617849215752647,0.11413409175882036,0.0,0.0,'build wind float'
0.020242037094661224,0.17388755206801526,0.046450331460817014,0.014992614189082149,0.9769294495707279,0.008299482854670475,0.11177529328467493,0.0,0.004149741427335238,'build wind float'
0.020282964747170666,0.17441268500527904,0.045475700078063556,0.016852759440694143,0.9765237831468884,0.006955107070762662,0.11475926666758392,0.0,0.0,'vehic wind float'
0.020296259750410457,0.172166584050845,0.0465532022142145,0.01779188475428313,0.9770821522201804,0.007491319896540265,0.11277111915684719,0.0,0.0,'build wind float'
0.02030695344386378,0.17127297436229938,0.04897336610671998,0.01699349042500939,0.9769249889212092,0.008028420673232782,0.1145388016047877,0.0,0.0,'build wind float'
0.020278914480492554,0.1773412734484429,0.04837795100854283,0.016571452831655554,0.9766465910785386,0.007350241175331093,0.10784808415440349,0.0,0.0,'build wind float'
0.02065299255664604,0.19441049479130681,0.05294699229651512,0.01126820605284809,0.970694858769444,0.0,0.12883768125485345,0.0,0.0,'vehic wind float'
0.020358403595473872,0.17718822201767692,0.04547070951097084,0.01783954089958443,0.9759436059050851,0.007913781301319409,0.11521929047175206,0.0,0.0,'build wind float'
0.020369461529619586,0.15474103165675618,0.025165496497811555,0.02088200773222661,0.9752968483141223,0.006291374124452889,0.15273314629788823,0.0,0.0,containers
0.02059551871634217,0.18601091014562,0.053320414068000484,0.02089400449483988,0.9742847160873065,0.007326469108580219,0.11138946552119185,0.0,0.0020351303079389495,'build wind non-float'
0.02049489644949684,0.16956445742594767,0.0,0.008987989436343746,0.9661417898589201,0.0008048945763889921,0.1931746983333581,0.0,0.0,'build wind non-float'
0.020375170193176518,0.17213158608008103,0.04766514279128608,0.02000593317155388,0.9767997572017078,0.007250472424589997,0.11439634269908659,0.0,0.0025510921493927764,'build wind float'
0.020303965997046498,0.1736548052513531,0.047360401432187206,0.016188159811566814,0.9766410464829565,0.008696118907040024,0.11411983734930985,0.0,0.0,'build wind float'
0.020464080769362267,0.18490383604534927,0.01358202722951293,0.018288670328849094,0.9707787581173646,0.004437692065088383,0.1498057260760139,0.0,0.0,'build wind non-float'
0.02017250584778187,0.19873865763187779,0.0,0.024875588338126607,0.972542386845153,0.0,0.11533227320404153,0.01835738604631803,0.0,headlamps
0.020326037402751837,0.1704705678633279,0.04593197547299408,0.015935583327365294,0.9768914317069733,0.008302572826022253,0.1173073192837983,0.0,0.004017373948075284,'build wind float'
0.020520972614938782,0.1769514437588706,0.04828400675737476,0.012138437452971308,0.9737724267828094,0.0031020451268704455,0.1324438397646425,0.0,0.002157944436083788,'build wind float'
0.020323101811252832,0.1844551188829426,0.032236173785923986,0.015917446807157485,0.9732381762090577,0.0,0.13068357588733498,0.0,0.0,tableware
0.020008899978564806,0.19610871911617894,0.0,0.031958457930043975,0.973544429174728,0.0,0.1107981248070533,0.0073953456367043926,0.0,headlamps
0.020562557554881258,0.1821512997396363,0.05053752678236201,0.012161436926236847,0.973050081175906,0.002432287385247369,0.12985712095681787,0.0,0.0009458895387073103,'build wind float'
0.020216347854609525,0.1991896240914325,0.0,0.023982697215021977,0.972498372069141,0.0,0.1147172350118551,0.020651767046268924,0.0,headlamps
0.02056686869711371,0.1891361823349886,0.01826422361603967,0.0220523588845516,0.9708449531014866,0.005276331266855905,0.14286681584102143,0.0,0.002435229815471956,'build wind non-float'
0.020279006735129418,0.17255313933126842,0.046014170488338245,0.019395507909328622,0.9772660743831374,0.005885533434554892,0.11062127614492945,0.0,0.0,'build wind non-float'
0.020456324707023205,0.1764788594190231,0.05348252457202456,0.016031285702949427,0.975887677581224,0.008083001194764418,0.11356616678644005,0.0,0.0,'build wind non-float'
0.02035047151901051,0.18625868925419312,0.048274390303462575,0.0182369918924192,0.9752767796585649,0.0064365853737950104,0.10499679891003111,0.0,0.0,'build wind float'
0.020413816575551472,0.17900599345620816,0.04899111399854118,0.02059241879609011,0.97618832371269,0.00874841321402521,0.1080765509363422,0.0,0.0039031382031804785,'build wind non-float'
0.020940509998075757,0.21701220941135838,0.025150876708219496,0.018004179501512316,0.9679651620545898,0.004260531027075434,0.11833281336490156,0.023089329437053965,0.0,headlamps
0.02019825736864997,0.19867356689208393,0.0,0.026498686200753824,0.9728613134809418,0.0,0.11185375079715182,0.021172317115175164,0.0,headlamps
0.020190839440250716,0.19703835189420313,0.0,0.026493670288477312,0.9733428315530535,0.0,0.11023496984351364,0.02276591768507347,0.0,headlamps
0.02091251561705692,0.17994194489286067,0.0,0.04201409466008422,0.9740636156719525,0.08582484468392203,0.0961901640901928,0.0,0.0,containers
0.020378604582764717,0.17462501207966655,0.04661144553203407,0.024044520894046392,0.9768254521871809,0.008865577536352302,0.10987943067782094,0.0,0.0,'build wind non-float'
0.02014207770806166,0.19514558536615528,0.0,0.031063991139918593,0.9728073806552285,0.0,0.1188131285052442,0.008761638526643706,0.0,headlamps
0.020529153026209175,0.18353493666534162,0.04527555506840165,0.01662356201018926,0.9741677639792211,0.007973903728464767,0.12041946139088319,0.0,0.0,'build wind float'
0.020063860407154754,0.16688087409039745,0.0,0.021784291317180043,0.9736918088739566,0.005016988303350556,0.15222598720429448,0.0,0.0,containers
0.02009725832158417,0.16705796338979859,0.03653565601868812,0.010987171918663457,0.977064047369337,0.004633144784978566,0.12469778249856597,0.0,0.002647511305702038,'build wind non-float'
0.02011720875900098,0.19836315910950927,0.0,0.030119355931678,0.9725765593797344,0.0,0.11556810139423586,0.008889853953402757,0.0,headlamps
0.020500169246464882,0.18757848511685254,0.050335809315529494,0.0159239289523659,0.9732489458005328,0.0008096913026626728,0.11996926134451937,0.0,0.0,'build wind float'
0.02007670865627011,0.19037333778027457,0.0,0.025683190215141354,0.9745049648126572,0.0,0.112264666507422,0.0207848498132845,0.0,headlamps
0.020395056055547072,0.17290098545383162,0.04813262270021129,0.017612775345608043,0.9762317693470229,0.00820136867238237,0.11818037808236236,0.0,0.0,'vehic wind float'
0.020514264478259582,0.1810141578884606,0.04498417316573351,0.016566027842470726,0.9748366627951471,0.008080989191449135,0.1189252242674931,0.0,0.0,headlamps
0.02051418667405125,0.18279140215784676,0.02819439339556455,0.022528534435690337,0.9737183326755262,0.007149774401746036,0.12910064344284822,0.0036423379027762824,0.002293323864710993,'build wind non-float'
0.020782575530219304,0.19600263543562246,0.044620711698333045,0.0303858834264722,0.9752226099712361,0.019983508920112344,0.07924966893660992,0.022310355849166522,0.0,headlamps
0.019841778894673767,0.17931286569110652,0.0,0.007318892477188021,0.9730206159404432,0.0,0.1436332648648149,0.0,0.0,'build wind non-float'
0.02013684199121861,0.16518767521079514,0.03595651404186786,0.017115831407383594,0.9778579649024581,0.007430128362895205,0.12020886244255455,0.0,0.003184340726955087,'build wind float'
0.020293078536044316,0.17381451284664096,0.04255043501557492,0.01645818712866577,0.9763852965680823,0.00776077116636272,0.11788343788906133,0.0,0.0032113535860811256,'build wind non-float'
0.02022587353388545,0.1718523449039473,0.04576502663202944,0.01867960270695079,0.9777437759752529,0.009206375619854318,0.10740771556496706,0.0,0.0032022176069058496,'build wind float'
0.020774789226463537,0.18851475297027145,0.039529485438451716,0.015948102745858103,0.9698354789468413,0.0010904685638193578,0.14707694754513584,0.0,0.0,'build wind non-float'
0.020941379355171943,0.18922313642257182,0.043192237661674,0.009049802176731696,0.9676432418362965,0.0010969457183917207,0.15960560202599536,0.0,0.0,'build wind non-float'
0.02017322304204368,0.17200132978477806,0.0043762867254415385,0.020024827137626433,0.973259644788347,0.0017239917403254546,0.14945682241129132,0.0,0.003713212979162518,containers
0.020256094558749847,0.17166181829449023,0.04752068997887911,0.016952605694712488,0.9772443015038592,0.007208194547358067,0.11186050056826037,0.0,0.002269246431575688,'build wind float'
0.019767700829193983,0.1557661404053122,0.0,0.01551143992320682,0.9799580280896546,0.035194023355175144,0.11640097354137556,0.0,0.0,headlamps
0.02031934580905049,0.1894933814394742,0.0,0.038595540208322884,0.9730632550438628,0.0010720983391200802,0.1230232844140292,0.014205302993341063,0.0,headlamps
0.020624613004028715,0.18495586575693235,0.060883565780691075,0.01491579562555906,0.9733234636387539,0.0008135888523032215,0.11864837429421979,0.0,0.0,'build wind float'
0.02024419210450031,0.16820915667043276,0.04788825316787103,0.017474543635072715,0.9776406893240301,0.007736820846062729,0.11338444343367793,0.0,0.0,'build wind float'
0.02026716326349503,0.1740669052552213,0.047594330469169575,0.020588558686101446,0.9774217698317381,0.009625819645450026,0.10561663222091001,0.0,0.0,'build wind non-float'
0.02022287320060047,0.17053057757801598,0.046932574908101356,0.020533001522294345,0.9781175270620215,0.008799857795269005,0.10533163118579567,0.0,0.0,'build wind non-float'
0.02018222197941508,0.19058738541044984,0.0,0.026809646137124558,0.9744377323701412,0.0,0.11201654128580756,0.021766247358853602,0.0,headlamps
0.020293024929173516,0.16914419729722008,0.04760105473344692,0.0173824076273823,0.9771587303146912,0.008156360502079388,0.11619470944765553,0.0,0.0018719515906411711,'build wind float'
0.020450648797411642,0.18038887164529036,0.0,0.021206429851157647,0.969321749272535,0.004294973134411675,0.16428272239124658,0.0,0.0,containers
0.020240106956436767,0.17538509612611264,0.048147543499259815,0.014004133150754241,0.9768216304392766,0.007602243710409444,0.10989910205925232,0.0,0.0,'build wind float'
0.020293955512345446,0.18026709036098992,0.05001475652448831,0.015646327575842597,0.976090128000642,0.007890028435681309,0.10738462430257782,0.0,0.0,'build wind float'
0.02032168604508773,0.17266152956686126,0.048489894261601066,0.02103014751124687,0.977299084344313,0.008170949033032223,0.10863343714408415,0.0,0.0,'build wind non-float'
0.020617001402797697,0.18597426533106393,0.05201319583913222,0.009752474219837291,0.9719965972437835,0.0023026675241282495,0.1319293040294656,0.0,0.0,'build wind float'
0.020323488164444257,0.17549141791401726,0.04719096952309708,0.020780114420681953,0.9769335082807058,0.009116437294234664,0.10792252973321918,0.0,0.001206587288942823,'build wind non-float'
0.0202847381058612,0.1694582295777684,0.04904666423899133,0.015502487879354206,0.9770576628099881,0.008152170350350057,0.11626865909515655,0.0,0.0,'build wind float'
0.020589471525246286,0.18826255158395544,0.047844982511977156,0.01789104161920959,0.9732997717238187,0.006912447898330978,0.11900253440656074,0.0014909201349341324,0.0,'build wind float'
0.020629935042244408,0.18746218370766318,0.04859627933913354,0.017918181208842535,0.973554512347111,0.0016289255644402303,0.11768987203080665,0.009366321995531324,0.0,'build wind float'
0.020029611772085086,0.16983424590152982,0.0,0.024167703732488305,0.9756884982274512,0.012810203617767024,0.13430904205432023,0.0,0.0,containers
0.020320457608268127,0.17877274732363224,0.04784248185497505,0.021039971011851774,0.9765494825691966,0.008174765807152599,0.10573590527612133,0.0,0.0,'build wind non-float'
0.02044781578762256,0.17408755934863546,0.049277685012838815,0.02100360344809523,0.9762636448855034,0.007809032051214893,0.11511590351359888,0.0,0.0016156618036996331,'build wind non-float'
0.020526387259326758,0.18563426661610669,0.049791115243970306,0.024489651791191915,0.9749858055653533,0.008659324390255706,0.10661793155502336,0.0,0.0,'build wind non-float'
0.020545304009828267,0.18616019703673273,0.03080154203510527,0.01931851101324585,0.9725451803101879,0.006619629647895431,0.13306806537095917,0.0,0.0022966062043718845,'build wind non-float'
0.020514615832379714,0.20112103082927316,0.049671210171159656,0.02354983806480049,0.9727165871937997,0.002165502350786252,0.09961310813616761,0.0,0.0016241267630896891,'build wind non-float'
0.020430638599896394,0.18073780005441467,0.05356190947256668,0.015880164114982078,0.9755534717754668,0.007805504395499666,0.10968079452296946,0.0,0.0,'build wind non-float'
0.020307527327906593,0.1839530269230279,0.042998516154396586,0.02432103569983057,0.9783506128755048,0.023649183884918122,0.0729631070994917,0.01599007319491623,0.0,headlamps
0.020709816092458914,0.1927766388552246,0.05183337996036738,0.010611558102122456,0.9706854751108169,0.0,0.13182820257636743,0.0,0.0,'build wind float'
0.020677038745936904,0.1856156255778209,0.0,0.018426076699696092,0.9652012530046686,0.0025742313036340126,0.18209299326758488,0.0,0.0013548585808600068,'build wind non-float'
0.020360334769584074,0.17877707312286706,0.0516347885613682,0.01676454174070396,0.9760986783107475,0.006974049364132848,0.10890246314761293,0.0,0.0,'build wind non-float'
0.020362483346492894,0.18005400525961537,0.04551700804102134,0.01718636291814375,0.9753260956046578,0.006981959935495898,0.1161422181577683,0.0,0.0,'vehic wind float'
0.020302051432042396,0.17137895555512855,0.04776134826946205,0.01806101405147725,0.9769001822510137,0.008294687934752513,0.11492156348310337,0.0,0.0,'build wind float'
0.02005175492855655,0.20050696145921781,0.0,0.02977826160285413,0.972756545693235,0.0,0.11037808967457931,0.008337913248799157,0.0,headlamps
0.020378434004527643,0.17076487830539241,0.024816576972896777,0.02495072063220973,0.9750902595458738,0.008048619558777332,0.13535095224677215,0.0,0.0,containers
0.020486454086274607,0.1991135693867549,0.05055354672988022,0.00390947428044407,0.9708977161295929,0.0004044283738390417,0.12132851215171253,0.0,0.0,'build wind float'
0.02046210514728016,0.17855357682981357,0.050668788594724457,0.01778797897474369,0.9756436952813965,0.007815930155569197,0.1134657446722287,0.0,0.0,'build wind non-float'
0.02021331904454873,0.14868965366444103,0.0,0.010195105371471024,0.9693294340849267,0.0,0.19436902188726574,0.0,0.0,'build wind non-float'
0.020621499246620427,0.1830799718882856,0.052308563396653025,0.011925268339133332,0.9728579705299796,0.0031168314977280303,0.12928074994924088,0.0,0.0014906585423916665,'build wind float'
0.020123294459331507,0.1971154224357679,0.0,0.03159156265300523,0.9727015593328668,0.0,0.11627818858837219,0.008495210125177876,0.0011946389238531388,headlamps
0.020853542397108075,0.17915296037060618,0.0,0.04161861079378698,0.9743164844770661,0.08557999106934343,0.09550230887448469,0.0,0.0,containers
0.02025063755942717,0.14610677423898769,0.0,0.00994374597815252,0.9689186081111816,0.0,0.19834458644421563,0.0,0.0,'build wind non-float'
0.020596452741859096,0.19228028713829817,0.051689704213110414,0.006359728005277982,0.9711439977421293,0.001488446979958677,0.1294948872564049,0.0,0.0,'build wind float'
0.020237202636817577,0.17123612450772513,0.04667651368980047,0.015203207316106436,0.9771394737290514,0.007468242190368075,0.1140240548707983,0.0,0.0,'build wind float'
0.020428168367732792,0.17288177841356067,0.04937557406830877,0.016682755271036204,0.9763447984024978,0.008341377635518102,0.11677928689725342,0.0,0.004708842213598928,'build wind non-float'
0.020330619833869017,0.17978292336901963,0.04759354048918864,0.016758288904643887,0.9761368121176972,0.009116509164126275,0.1085937121020924,0.0,0.0,'build wind non-float'
0.020172522249625846,0.19971740395813173,0.0,0.03339711418620324,0.9719757734271501,0.000665281159087714,0.1174886526948903,0.007051980286329768,0.0,headlamps
0.02035624510134297,0.1736764171582335,0.04845223075279931,0.016911304916489508,0.9764265338687395,0.007516135518439783,0.11542636689032522,0.0,0.0,'build wind non-float'
0.020209905556362966,0.17491751385299767,0.045462555048683094,0.021064761576809175,0.9767116665297723,0.000933248930618128,0.11185655039837276,0.0,0.002533104240249204,'build wind non-float'
0.02071606020412077,0.1898364952842786,0.05020693585073844,0.009634303906493051,0.9711649726587432,0.000271388842436424,0.1332519216362842,0.0,0.00135694421218212,'build wind float'
0.020337606886672258,0.19275257562633047,0.0,0.024378713526054304,0.9759522348946794,0.01888680553392119,0.08666498709536886,0.038577304920349664,0.0,headlamps
0.02052411397643346,0.189680327695945,0.04836578156349595,0.018508692944689792,0.9738004287979855,0.007565597116077579,0.11213295725614984,0.0,0.0,'build wind float'
